,feature,siren_present
04_001159.wav,"[-371.1844787597656, 135.76876831054688, -18.76239585876465, 28.509750366210938, 4.664970874786377, 19.26889419555664, 7.5089335441589355, 10.127327919006348, -2.9020164012908936, 11.474452018737793, 2.070974349975586, 5.194577693939209, 2.6190459728240967, 0.2247973531484604]",false
04_001161.wav,"[-399.51904296875, 143.75439453125, -6.577685832977295, 41.860958099365234, 5.052338600158691, 15.345179557800293, 3.801555633544922, 12.800505638122559, -1.833654522895813, 12.78153133392334, 1.4514293670654297, 8.605854034423828, 5.184819221496582, 1.2316780090332031]",false
04_001185.wav,"[-425.8254089355469, 144.873291015625, -2.5663766860961914, 37.937217712402344, 12.436759948730469, 14.47342586517334, 7.270017147064209, 11.299869537353516, -0.940854012966156, 13.529478073120117, 4.015681266784668, 10.159331321716309, 7.913576126098633, 0.4024325907230377]",false
04_001187.wav,"[-335.52288818359375, 158.8577423095703, -14.405919075012207, 25.36370277404785, 1.6491070985794067, 12.511502265930176, 10.27449893951416, 10.690707206726074, 1.5214985609054565, 10.497903823852539, 1.7768497467041016, 1.286080002784729, 7.608033180236816, 0.7674683928489685]",false
04_001217.wav,"[-323.922607421875, 128.87680053710938, -8.15759563446045, 25.56361198425293, 7.111691951751709, 14.64399242401123, 12.603748321533203, 19.17597198486328, -4.0796966552734375, 5.66144323348999, -6.895846366882324, 9.351522445678711, 10.321371078491211, 6.782205104827881]",false
04_001241.wav,"[-411.2644348144531, 146.3148956298828, -15.318255424499512, 34.06853485107422, 8.000812530517578, 14.165495872497559, 3.257794141769409, 11.608417510986328, -3.5079543590545654, 13.172574996948242, 1.0866062641143799, 6.169379234313965, 9.268436431884766, 3.4014081954956055]",false
04_001266.wav,"[-313.2551574707031, 133.67242431640625, -25.632896423339844, 50.27206802368164, 6.238579273223877, 7.043885707855225, 3.0732016563415527, 19.289844512939453, -4.014317512512207, 7.395922660827637, -0.17528703808784485, 4.293545246124268, 2.0287413597106934, -0.4383242726325989]",false
04_001416.wav,"[-328.76153564453125, 111.93189239501953, -20.142675399780273, 44.54986572265625, -11.103656768798828, 19.017189025878906, 7.730226516723633, 9.866520881652832, -0.5801395773887634, 16.622760772705078, 3.4659218788146973, 5.202597141265869, 5.25031042098999, -4.458400249481201]",false
04_001443.wav,"[-299.25506591796875, 132.704833984375, -30.00543975830078, -12.218552589416504, -0.1042557805776596, 16.741241455078125, 30.4405460357666, 12.929333686828613, -3.1162211894989014, 12.912382125854492, 13.52667236328125, -0.35426953434944153, -8.432158470153809, -0.9107806086540222]",true
04_001446.wav,"[-380.21142578125, 117.97380828857422, 6.7148919105529785, 29.04739761352539, 9.555662155151367, 24.30643081665039, 9.879247665405273, 10.958385467529297, 0.7795122265815735, 12.154881477355957, 3.169036865234375, 11.351076126098633, 6.372123718261719, 5.788122653961182]",false
04_001480.wav,"[-375.1057434082031, 159.61886596679688, -12.608159065246582, 28.608722686767578, 3.6075799465179443, 18.021770477294922, 1.1726170778274536, 5.612377643585205, -7.219383716583252, 7.011440753936768, 0.7530837059020996, 3.886066436767578, 2.7449421882629395, -0.5849426984786987]",false
04_001508.wav,"[-287.09515380859375, 149.17735290527344, -22.343759536743164, 38.783565521240234, 14.067259788513184, 13.198434829711914, 3.649486541748047, 14.28818416595459, -4.205305099487305, 10.613524436950684, 4.2447829246521, 1.388703465461731, 5.731691360473633, 4.315603256225586]",false
04_001523.wav,"[-49.90553665161133, 85.97647094726562, -11.436806678771973, 31.235132217407227, 0.015444008633494377, 9.733390808105469, -0.3289344608783722, 13.653748512268066, -1.646579384803772, 4.021955966949463, -8.055206298828125, -1.653383493423462, -1.174875020980835, 2.6751010417938232]",false
04_001599.wav,"[-304.79534912109375, 137.42652893066406, -24.82543182373047, 26.80870246887207, -1.7533243894577026, 19.349695205688477, 9.622391700744629, 16.041162490844727, -6.782060623168945, 14.822993278503418, 1.7021769285202026, 6.756975173950195, 2.586933135986328, -2.412187337875366]",false
04_001625.wav,"[-359.1426696777344, 130.74346923828125, -21.30396842956543, 37.992897033691406, 4.6971940994262695, 23.13094711303711, 3.1480324268341064, 10.15357780456543, -3.4397926330566406, 16.367612838745117, 1.1252473592758179, 3.9899375438690186, 4.425180912017822, 3.3082199096679688]",false
04_001646.wav,"[-399.0692138671875, 143.8766632080078, -14.992303848266602, 36.34053039550781, -0.4496256113052368, 12.564770698547363, 2.582144260406494, 10.577803611755371, -1.062205195426941, 11.200162887573242, 3.453216314315796, 6.3880791664123535, 7.3955254554748535, 2.1042916774749756]",false
04_001647.wav,"[-405.1458435058594, 177.64981079101562, -26.452524185180664, 9.34791088104248, 0.6101765036582947, -2.2936503887176514, 8.724984169006348, 24.096729278564453, 19.55873680114746, 15.621705055236816, -3.3235740661621094, -7.302165508270264, -0.6533308625221252, 1.0482101440429688]",true
04_001649.wav,"[-310.66131591796875, 120.89772033691406, -21.805112838745117, 39.07798767089844, -6.830721378326416, 23.570802688598633, 5.231505870819092, 3.3451156616210938, -2.266373634338379, 11.644362449645996, 2.6181201934814453, 5.627090930938721, 0.9157195687294006, 2.7161166667938232]",false
04_001665.wav,"[-387.7890319824219, 154.59959411621094, -15.794100761413574, 33.153358459472656, 1.401781678199768, 17.79218864440918, 2.528062105178833, 8.47424030303955, -0.43499913811683655, 12.664830207824707, 2.693720579147339, 9.359368324279785, 4.951303958892822, 1.9657570123672485]",false
04_001691.wav,"[-141.7593231201172, 5.823627948760986, 12.285712242126465, 20.979820251464844, 3.649738073348999, 22.654220581054688, -2.809873580932617, 7.330935001373291, 7.991604804992676, 11.289767265319824, -1.677046298980713, 11.664944648742676, -2.0634007453918457, -3.8991427421569824]",false
04_001745.wav,"[-430.6357421875, 141.1342315673828, 1.3656423091888428, 38.659461975097656, 4.89927339553833, 14.545656204223633, -0.24209937453269958, 8.880638122558594, -3.1089155673980713, 12.004436492919922, 0.9837515354156494, 7.9711408615112305, 4.2699761390686035, 2.703861713409424]",false
04_001757.wav,"[-302.62994384765625, 142.38706970214844, -20.430910110473633, 36.32981491088867, 3.8145856857299805, 19.9050350189209, 2.9466679096221924, 12.399511337280273, -1.470112919807434, 11.566183090209961, -4.935089588165283, 6.4226555824279785, 7.699393272399902, 0.6759814620018005]",false
04_001769.wav,"[-409.444580078125, 152.12718200683594, -13.098072052001953, 29.37747573852539, 5.677984237670898, 16.90920639038086, 6.965290546417236, 11.692501068115234, -3.9601356983184814, 10.810125350952148, 1.680406093597412, 5.413335800170898, 9.615621566772461, 3.5446887016296387]",false
04_001782.wav,"[-389.83660888671875, 158.76361083984375, -6.870494365692139, 25.64278793334961, -2.699949264526367, 7.190673351287842, 9.424437522888184, 9.439255714416504, 1.8045369386672974, 12.431109428405762, 3.230919361114502, 5.490342140197754, 9.983025550842285, 0.3519316017627716]",false
04_001814.wav,"[-391.4212646484375, 117.92066955566406, 11.711545944213867, 24.743722915649414, 9.262251853942871, 12.85626220703125, 4.159458637237549, 9.45414924621582, 0.09740341454744339, 8.313994407653809, 3.857726812362671, 7.874906539916992, 8.220612525939941, 4.479185581207275]",false
04_001863.wav,"[-201.12203979492188, 32.65110778808594, -10.378190994262695, 24.18776512145996, -4.765788555145264, 20.26871109008789, 5.581913948059082, 5.990661144256592, 1.1470915079116821, 12.964155197143555, 6.426760196685791, 12.10258960723877, 3.549276828765869, 2.3788254261016846]",false
04_001924.wav,"[-409.3705749511719, 145.57345581054688, -9.77008056640625, 37.59803771972656, 2.579545736312866, 15.75974178314209, 2.861034393310547, 11.68464469909668, -0.9960905909538269, 13.280928611755371, 2.588245153427124, 8.888751029968262, 6.265556812286377, 2.8869125843048096]",false
04_002011.wav,"[-375.006591796875, 156.34857177734375, -29.689945220947266, 26.910240173339844, 21.48068618774414, 15.325199127197266, 8.376473426818848, 21.529033660888672, -5.845486640930176, 10.23265552520752, 8.701103210449219, 11.085869789123535, 8.80650520324707, 3.457517623901367]",false
04_002022.wav,"[-222.93348693847656, 110.96317291259766, -4.552382946014404, 50.84645080566406, 2.9012198448181152, 9.163667678833008, 0.6689393520355225, 16.187400817871094, 0.007874849252402782, 13.037639617919922, 6.954951763153076, 2.4496209621429443, 5.336847305297852, 5.32296895980835]",false
04_002047.wav,"[-378.0621643066406, 145.8241424560547, -19.224716186523438, 39.478851318359375, -6.857075214385986, 13.759920120239258, 5.781729221343994, 8.793586730957031, -0.9868735671043396, 9.999588012695312, -0.8453652858734131, 11.780430793762207, 6.491466999053955, 2.403294563293457]",false
04_002068.wav,"[-370.5630798339844, 135.08367919921875, 1.4562220573425293, 19.731985092163086, 14.94261360168457, 2.117579936981201, 12.004382133483887, 3.8847427368164062, 2.975525140762329, 10.71688175201416, 6.040539264678955, 8.555753707885742, 8.80451488494873, 1.190804123878479]",false
04_002110.wav,"[-108.63619232177734, 90.83173370361328, -16.38478660583496, 22.643407821655273, -0.18071602284908295, 10.264538764953613, 2.141528606414795, 9.528644561767578, 0.8104812502861023, 12.106889724731445, -1.3076872825622559, -0.612190842628479, -0.08988252282142639, 1.7339226007461548]",false
04_002229.wav,"[-402.7293701171875, 139.18252563476562, -3.482182502746582, 43.475624084472656, 0.6172356009483337, 15.89881706237793, 2.118997812271118, 6.361367225646973, -2.438627004623413, 12.971946716308594, -0.3689851462841034, 8.331948280334473, 5.503162384033203, 3.185955762863159]",false
04_002259.wav,"[-374.8622131347656, 147.31480407714844, -18.92254066467285, 33.7652587890625, 4.514410018920898, 16.0404109954834, 11.394071578979492, 15.386260986328125, -5.56005859375, 11.764484405517578, -0.7152937054634094, 10.360594749450684, 9.687536239624023, -0.8958272337913513]",false
04_002298.wav,"[-367.59197998046875, 146.53768920898438, -17.839284896850586, 41.412376403808594, 8.457781791687012, 17.4250545501709, 5.757730484008789, 11.17309856414795, -1.6248422861099243, 12.10800838470459, -0.02713550627231598, 6.732447147369385, 5.540533542633057, 2.3106400966644287]",false
04_002375.wav,"[-97.46177673339844, 42.684452056884766, -16.631519317626953, 46.79534149169922, -5.650777339935303, 11.241005897521973, -2.330148458480835, 8.721844673156738, -11.949433326721191, 16.063949584960938, 0.30615875124931335, 4.186172962188721, 7.899792671203613, -2.410282611846924]",false
04_002481.wav,"[-419.15948486328125, 150.59640502929688, -3.885064125061035, 40.88545608520508, 4.603679180145264, 15.208844184875488, 7.275716781616211, 14.73105525970459, 3.074803352355957, 9.454837799072266, -2.5303945541381836, 4.88818359375, 4.4355549812316895, 0.29204896092414856]",false
04_002543.wav,"[-287.10638427734375, 136.36068725585938, -34.24668884277344, 30.79625701904297, -2.3005073070526123, 18.566862106323242, 12.284944534301758, 16.240427017211914, -0.5899701714515686, 18.643278121948242, 1.4236198663711548, 11.157744407653809, 11.548785209655762, -2.6668455600738525]",false
04_002686.wav,"[-428.139892578125, 154.0579376220703, -8.17951774597168, 30.739513397216797, 8.751016616821289, 11.038944244384766, 4.471991062164307, 10.126001358032227, -5.163341045379639, 9.860542297363281, -1.0153963565826416, 8.387348175048828, 6.655978202819824, 3.335987091064453]",false
04_002755.wav,"[-380.97369384765625, 147.5261993408203, -12.819926261901855, 36.25276565551758, 3.9184072017669678, 16.172590255737305, 3.730792284011841, 10.58880615234375, -1.7338273525238037, 12.212382316589355, 2.0223355293273926, 6.951277732849121, 6.795552730560303, 5.268348693847656]",false
04_002799.wav,"[-398.37518310546875, 159.3375701904297, -9.602688789367676, 36.80748748779297, 8.108149528503418, 16.741193771362305, 9.56818962097168, 11.225153923034668, 1.2709529399871826, 11.19487190246582, 0.5660524368286133, 9.6958646774292, 4.572145462036133, 1.5252529382705688]",false
04_002810.wav,"[-364.06292724609375, 148.92153930664062, -31.344562530517578, 26.755481719970703, 2.176199197769165, 4.598548889160156, 5.328137397766113, 13.36131477355957, -5.70249080657959, 17.694141387939453, 4.770742893218994, 8.841960906982422, 6.67929220199585, 2.3468050956726074]",false
04_002835.wav,"[-362.41229248046875, 141.91773986816406, -15.21800422668457, 33.35083770751953, 3.1011016368865967, 13.425013542175293, 4.301053524017334, 12.670379638671875, -1.77583909034729, 13.679779052734375, 3.0044593811035156, 7.727545738220215, 6.044286727905273, 3.5466675758361816]",false
04_002850.wav,"[-453.2935485839844, 146.64797973632812, -4.502173900604248, 29.936447143554688, 7.305961608886719, 18.215126037597656, 10.743000030517578, 11.322234153747559, -1.0220979452133179, 13.595954895019531, 4.54243803024292, 9.230507850646973, 6.9645280838012695, 4.209292888641357]",false
04_002862.wav,"[-395.33673095703125, 144.63694763183594, -12.237811088562012, 30.145410537719727, 5.054304599761963, 17.832408905029297, 9.312711715698242, 11.509519577026367, 2.0367026329040527, 12.519662857055664, 4.898175239562988, 6.957500457763672, 4.805806636810303, 1.0237305164337158]",false
04_002871.wav,"[-274.62835693359375, 133.08348083496094, -34.58259582519531, 33.99481201171875, -1.8284416198730469, 19.350955963134766, 13.351883888244629, 16.919967651367188, -1.587587594985962, 21.802406311035156, 5.130359172821045, 10.968072891235352, 8.224818229675293, -1.6094611883163452]",false
04_002875.wav,"[-435.9610900878906, 154.68634033203125, -15.574081420898438, 34.827640533447266, 16.606266021728516, 8.305395126342773, 15.813714027404785, 13.943721771240234, 0.9040812849998474, 12.8106107711792, 10.057649612426758, 9.114431381225586, 9.0946044921875, 0.9341086745262146]",true
04_002884.wav,"[-387.0824279785156, 163.7135467529297, -9.974422454833984, 36.314884185791016, 10.064967155456543, 17.076580047607422, 11.265504837036133, 10.609903335571289, 1.7401645183563232, 14.375308990478516, -0.20193302631378174, 6.933763027191162, 4.834693431854248, -0.6794664859771729]",false
04_002891.wav,"[-411.2447509765625, 155.01087951660156, -15.093548774719238, 36.181129455566406, 5.640181064605713, 12.537479400634766, 6.915554046630859, 9.489978790283203, -1.9625765085220337, 13.613622665405273, 1.54762601852417, 9.435969352722168, 8.375239372253418, 0.7604594826698303]",false
04_003044.wav,"[-337.89410400390625, 144.0272674560547, -34.990272521972656, 32.736976623535156, 4.8540449142456055, 3.969879388809204, 2.8691492080688477, 9.111298561096191, -5.640450477600098, 15.66151237487793, 0.955742597579956, 7.473976135253906, 6.08884334564209, 0.28672826290130615]",false
04_003117.wav,"[-387.18603515625, 147.01820373535156, -9.696637153625488, 35.68280029296875, 1.8545243740081787, 15.917996406555176, 5.558070182800293, 10.253594398498535, -3.3261256217956543, 10.422760009765625, 2.476656913757324, 9.9589262008667, 6.755774974822998, 1.7477591037750244]",false
04_003140.wav,"[-360.93597412109375, 150.13047790527344, -22.779706954956055, 28.225391387939453, 4.011996269226074, 6.877984523773193, 6.306130886077881, 10.459562301635742, -0.5162014365196228, 12.140146255493164, 0.8026439547538757, 8.416337966918945, 9.739208221435547, -0.2877921164035797]",false
04_003151.wav,"[-433.8736267089844, 149.7803955078125, -6.838647365570068, 33.804420471191406, 4.738755702972412, 14.22263240814209, 7.444930553436279, 11.014653205871582, 0.5768312215805054, 12.203629493713379, 5.083846092224121, 7.155271053314209, 7.001474380493164, 3.333671808242798]",false
04_003174.wav,"[-400.03277587890625, 155.7569580078125, -11.996383666992188, 38.04220199584961, 1.2752822637557983, 11.08741283416748, 6.431693077087402, 8.255495071411133, 0.10237027704715729, 12.338421821594238, 3.4239261150360107, 9.609273910522461, 6.9486002922058105, 3.182086706161499]",false
04_003185.wav,"[-334.6464538574219, 135.4298553466797, -21.9714412689209, 41.10089111328125, -0.7734734416007996, 19.50251007080078, 2.9689791202545166, 9.418479919433594, -8.969549179077148, 12.282255172729492, 4.1403374671936035, 9.337125778198242, 4.461818218231201, 3.874854326248169]",false
04_003207.wav,"[-304.328125, 131.6939697265625, -14.11014175415039, 41.971256256103516, 4.624692440032959, 17.550006866455078, 8.01247787475586, 10.16945743560791, -0.6321280002593994, 9.357370376586914, 0.43880128860473633, 4.529834747314453, 5.280242919921875, -1.4892938137054443]",false
04_003239.wav,"[-273.92230224609375, 115.48906707763672, -2.8453238010406494, 41.2272834777832, 7.4960856437683105, 18.517004013061523, 7.437239646911621, 17.641386032104492, -0.8249610662460327, 18.747892379760742, 4.279611110687256, 10.613078117370605, 7.106046676635742, 0.23470164835453033]",false
05_000169.wav,"[-450.5038146972656, 171.48963928222656, -7.172293663024902, 22.49704360961914, 8.857648849487305, 3.7670013904571533, 8.282997131347656, 10.641334533691406, -2.149176836013794, 16.273820877075195, 10.037430763244629, 6.140714168548584, 2.482342004776001, 4.2369890213012695]",false
05_000203.wav,"[-350.96148681640625, 164.8150177001953, -15.711438179016113, 39.20854949951172, 3.1341371536254883, 13.631892204284668, 1.6827770471572876, 8.578463554382324, -5.450714588165283, 7.9509663581848145, 1.6506823301315308, 9.317166328430176, 4.5690412521362305, -0.008624686859548092]",false
05_000222.wav,"[-372.3701171875, 151.36109924316406, -16.371200561523438, 41.141761779785156, 6.445814609527588, 13.922905921936035, 7.387273788452148, 6.566466808319092, -1.5318806171417236, 15.155877113342285, 1.3850626945495605, 12.772515296936035, 7.4779462814331055, -2.2707998752593994]",false
05_000262.wav,"[-302.79510498046875, 141.95709228515625, -9.310068130493164, 43.41599655151367, 8.262904167175293, 21.16278839111328, 1.427663803100586, 12.703618049621582, -3.2592437267303467, 6.253299236297607, 0.9990878105163574, 5.722434997558594, 6.97979736328125, 2.152301788330078]",false
05_000306.wav,"[-439.8053283691406, 162.32237243652344, -6.2534098625183105, 40.29216384887695, 10.457270622253418, 9.077726364135742, 10.410091400146484, 8.145722389221191, 0.4218800961971283, 12.62592601776123, 2.2269468307495117, 6.735809803009033, 6.169172286987305, 5.0747151374816895]",false
05_000543.wav,"[-431.15447998046875, 148.61724853515625, -8.907158851623535, 34.007591247558594, 9.479656219482422, 12.500140190124512, 3.8916919231414795, 9.602375030517578, -0.9718469977378845, 12.447704315185547, 0.686346709728241, 9.466874122619629, 4.26927375793457, 2.606158971786499]",false
05_000547.wav,"[-162.69619750976562, 63.01010513305664, -9.691823959350586, 38.04800033569336, -2.2526893615722656, 10.809873580932617, -6.330792427062988, 15.175932884216309, -4.563544750213623, 10.449341773986816, 3.8522121906280518, 3.3205788135528564, -5.228430271148682, -4.211034297943115]",false
05_000696.wav,"[-383.6023864746094, 142.43405151367188, -8.558802604675293, 33.24056625366211, 14.0613374710083, 9.721412658691406, 3.3709142208099365, 15.304866790771484, -5.586690425872803, 13.66681957244873, 1.6134344339370728, 6.406869888305664, 7.1586222648620605, 5.9145073890686035]",false
05_000744.wav,"[-391.1765441894531, 137.86138916015625, -11.056154251098633, 42.366939544677734, 4.357963562011719, 12.549104690551758, 10.545498847961426, 8.712018013000488, 0.8819990754127502, 13.52078914642334, 1.3473480939865112, 6.224608421325684, 6.578812599182129, 6.137474060058594]",false
05_000792.wav,"[-327.9523010253906, 151.6366424560547, -13.980049133300781, 49.459869384765625, 3.6938395500183105, 9.755745887756348, 10.014503479003906, 13.293559074401855, -3.0217535495758057, 17.510366439819336, 8.387916564941406, 8.40191650390625, 10.608922958374023, 0.48393210768699646]",false
05_000858.wav,"[-432.2944030761719, 149.3684844970703, -5.862895488739014, 42.72795486450195, 12.431194305419922, 15.87782096862793, 8.691835403442383, 14.904253959655762, 0.06838740408420563, 9.817841529846191, 4.022895812988281, 8.551244735717773, 4.507791996002197, 4.2602434158325195]",false
05_000872.wav,"[-452.3598327636719, 159.0068817138672, 3.868175983428955, 30.179035186767578, 10.425189971923828, 12.08475399017334, 8.372432708740234, 13.093610763549805, 0.19325673580169678, 11.391525268554688, 6.147593975067139, 9.98310375213623, 4.256006240844727, 4.292948246002197]",false
05_001151.wav,"[-406.60015869140625, 161.7315216064453, -14.794495582580566, 35.095664978027344, 7.386640548706055, 11.823646545410156, 7.554629325866699, 12.51801872253418, -2.031541585922241, 9.810626983642578, 2.6288042068481445, 4.680682182312012, 7.11259126663208, 3.837575674057007]",false
05_001216.wav,"[-417.7051086425781, 151.6359100341797, -15.123273849487305, 33.98850631713867, 7.3668413162231445, 12.864871978759766, 10.497884750366211, 11.469426155090332, -0.9478650689125061, 12.098443984985352, 5.686143398284912, 5.503577709197998, 7.695255756378174, 7.166869163513184]",false
05_001276.wav,"[-394.59991455078125, 163.04766845703125, -5.0247931480407715, 39.10662841796875, 10.428255081176758, 14.615131378173828, 8.625432968139648, 9.904760360717773, -1.7644609212875366, 12.120085716247559, 6.838160037994385, 10.657402038574219, 9.421006202697754, 3.111069917678833]",false
05_001410.wav,"[-475.889892578125, 159.6245880126953, 4.555391788482666, 37.727500915527344, 19.00234031677246, 12.19086742401123, 16.207735061645508, 12.096162796020508, 3.8240671157836914, 9.874640464782715, 3.8851804733276367, 7.346329212188721, 5.563617706298828, 6.765208721160889]",false
05_001525.wav,"[-451.8109130859375, 157.22354125976562, -6.718888759613037, 33.9744758605957, 12.418180465698242, 14.042588233947754, 6.081585884094238, 14.307270050048828, 4.827176570892334, 6.055034637451172, 1.2798746824264526, 7.181848049163818, 8.555254936218262, 8.3591947555542]",false
05_001530.wav,"[-364.5209655761719, 147.8685760498047, -8.088831901550293, 36.94961166381836, 7.265440940856934, 12.962175369262695, 7.118666648864746, 10.0300874710083, -2.8245131969451904, 11.445072174072266, 5.073449611663818, 7.500045299530029, 5.441335678100586, 2.907571792602539]",false
05_001553.wav,"[-462.771484375, 176.1198272705078, -12.501131057739258, 7.85300874710083, 13.007406234741211, 14.763299942016602, 17.660511016845703, 19.221078872680664, -1.147165298461914, 5.841883182525635, 4.37944221496582, 9.302361488342285, -0.4134662449359894, 1.46625816822052]",true
05_001577.wav,"[-366.50457763671875, 180.66722106933594, -35.5023307800293, 17.809921264648438, 4.931424140930176, 6.860011577606201, 9.648421287536621, 19.05339813232422, 11.1209135055542, 12.83204174041748, 2.217642068862915, 4.059915542602539, 6.566897392272949, 0.27748075127601624]",true
05_001860.wav,"[-402.2235412597656, 163.4344482421875, -17.00839614868164, 35.85813522338867, 8.742156028747559, 12.986310958862305, 8.896947860717773, 12.621618270874023, 2.2858994007110596, 7.904947280883789, -1.0914968252182007, 8.414859771728516, 9.92353630065918, 4.20454216003418]",false
05_001881.wav,"[-337.7056884765625, 149.2071990966797, -15.68708324432373, 44.11970138549805, 3.7760705947875977, 15.382452011108398, -1.8164074420928955, 8.778969764709473, -2.9376893043518066, 8.789953231811523, 1.8433153629302979, 7.705672740936279, 5.4468255043029785, 0.7211865782737732]",false
05_001997.wav,"[-401.8133239746094, 163.12518310546875, -9.330805778503418, 37.07210922241211, 4.843608856201172, 11.936311721801758, 5.564236640930176, 9.879522323608398, 0.03816264122724533, 9.878063201904297, 1.552277684211731, 9.204619407653809, 9.954456329345703, 4.65322732925415]",false
05_002009.wav,"[-397.0535583496094, 163.26844787597656, -14.782526016235352, 36.115718841552734, 7.415367603302002, 11.914972305297852, 6.119644641876221, 11.812479972839355, 0.026956884190440178, 12.01791763305664, 0.5528696179389954, 7.836670398712158, 7.274021625518799, 2.481560230255127]",false
05_002207.wav,"[-425.4461364746094, 168.98434448242188, -5.547597408294678, 25.199848175048828, 3.2355258464813232, 13.425294876098633, 6.04832124710083, 8.554802894592285, -0.30114030838012695, 12.240909576416016, 3.598318099975586, 6.411777019500732, 6.859218120574951, 2.145630359649658]",false
05_002296.wav,"[-397.0613708496094, 157.45205688476562, -2.4888405799865723, 36.550437927246094, 10.757563591003418, 12.65916633605957, 11.131396293640137, 13.419023513793945, 0.13446204364299774, 19.53053855895996, 9.837181091308594, 12.614388465881348, 11.478877067565918, 5.130668640136719]",false
05_002374.wav,"[-389.5552978515625, 149.78070068359375, -13.295625686645508, 37.78801727294922, 7.313995838165283, 13.347878456115723, 6.937973499298096, 14.780414581298828, -0.650277853012085, 12.362387657165527, 6.552182197570801, 7.739335060119629, 7.2941694259643555, 4.989914894104004]",false
05_002433.wav,"[-410.32720947265625, 165.02896118164062, -13.120509147644043, 36.70295715332031, 5.837247371673584, 7.450312614440918, 5.287415027618408, 6.00296688079834, -3.2494795322418213, 10.254868507385254, 2.3892548084259033, 8.103102684020996, 5.452383518218994, 3.314823627471924]",false
05_002653.wav,"[-374.7416687011719, 127.72583770751953, -22.54397964477539, 32.589439392089844, 18.605796813964844, 23.22598648071289, 4.60908842086792, 13.69623851776123, 6.289813041687012, 8.43713665008545, 5.916865825653076, 5.883133888244629, 8.784829139709473, 1.7015081644058228]",false
05_002770.wav,"[-462.0049743652344, 163.01492309570312, 2.4833128452301025, 38.30177307128906, 17.620159149169922, 12.61535930633545, 15.103799819946289, 12.031336784362793, 3.3502728939056396, 9.125275611877441, 3.2381019592285156, 8.600120544433594, 5.264023780822754, 3.4163408279418945]",false
05_003033.wav,"[-372.8704833984375, 160.33323669433594, -20.775537490844727, 41.982608795166016, 10.377408981323242, 9.56713581085205, 2.2539730072021484, 12.432579040527344, -4.7531352043151855, 13.342586517333984, 1.4576621055603027, 8.015397071838379, 8.336480140686035, 1.9103971719741821]",false
05_003115.wav,"[-412.3817138671875, 142.79998779296875, -17.71270751953125, 39.127323150634766, -0.3534461557865143, 15.41139030456543, 5.4097795486450195, 13.852989196777344, -4.6480255126953125, 10.324502944946289, 1.7525595426559448, 3.6869184970855713, 1.010606050491333, 2.353907823562622]",false
05_003241.wav,"[-431.16131591796875, 167.2759246826172, -14.102643013000488, 22.5794677734375, 22.109949111938477, 15.089811325073242, 4.220195770263672, 14.414081573486328, -3.586170196533203, 11.15084171295166, 5.78232479095459, 9.155976295471191, 7.056371212005615, 3.86447811126709]",false
06_000013.wav,"[-369.094970703125, 131.77474975585938, -8.563458442687988, 41.515380859375, -21.016979217529297, 29.387697219848633, 0.03196065500378609, 12.543583869934082, 2.3181073665618896, -1.1898599863052368, 15.737903594970703, 3.9280788898468018, 5.068624496459961, 3.9514808654785156]",false
06_000031.wav,"[-347.2729797363281, 153.75152587890625, -7.816703796386719, 34.80926513671875, 1.7234762907028198, 10.030570030212402, 8.774633407592773, 12.599453926086426, -1.0740771293640137, 16.92132568359375, 1.2542598247528076, 4.89212703704834, 3.3261749744415283, 0.5947273373603821]",false
06_000048.wav,"[-397.45428466796875, 159.6501007080078, -5.225711345672607, 25.94748306274414, -0.6276832222938538, 4.165045738220215, 4.763935089111328, 7.180124282836914, -5.539619445800781, 12.216261863708496, 2.0604565143585205, 6.718343257904053, 6.067722797393799, 3.6785919666290283]",false
06_000050.wav,"[-397.1163635253906, 170.72438049316406, -14.592141151428223, 30.519817352294922, 2.9136178493499756, 3.2297635078430176, 7.404040813446045, 7.824676513671875, 1.8242472410202026, 15.460502624511719, 3.5180845260620117, 6.353841304779053, 7.103157043457031, 2.548529624938965]",false
06_000069.wav,"[-375.1342468261719, 162.51727294921875, -8.760339736938477, 35.34940719604492, 3.752934455871582, 6.519937992095947, 3.0816397666931152, 12.083653450012207, 1.6250669956207275, 13.452408790588379, 1.7476285696029663, 6.858774185180664, 5.189789772033691, 5.1567559242248535]",false
06_000088.wav,"[-425.4671630859375, 163.94070434570312, 0.727427065372467, 31.724992752075195, 7.910496711730957, 4.639204502105713, 3.1022274494171143, 11.275801658630371, -0.12517379224300385, 11.786487579345703, 1.8167518377304077, 8.601373672485352, 4.476880073547363, 4.783089637756348]",false
06_000125.wav,"[-338.15435791015625, 163.2532501220703, -6.130649566650391, 42.318607330322266, 1.9406888484954834, 8.061422348022461, 10.672076225280762, 12.865264892578125, 4.487704753875732, 13.882343292236328, 5.363296031951904, 8.842907905578613, 9.147493362426758, 4.900270938873291]",false
06_000150.wav,"[-366.4153747558594, 165.68016052246094, -9.79149055480957, 41.27364730834961, 3.162388324737549, 5.602905750274658, 4.498944282531738, 10.93883228302002, 2.537280559539795, 11.232656478881836, 2.4398353099823, 5.8431782722473145, 4.45812463760376, 1.4473135471343994]",false
